draw_no,date,rank,numbers,core_group,core5,cover_number,core5_matches,main_matches,bonus_match,grade,score,core_score,config_reason,recent_window,core_pool_size,cover_pool_size,actual,bonus,train_draws,train_until_draw_no
26,2001-03-29,2,12 16 19 23 35 38,A,12 19 23 35 38,16,1,1,False,はずれ,0.582511,0.594559,no_core4_seen_expand_pool,120,30,40,03 04 11 12 13 43,22,25,25
26,2001-03-29,3,16 19 20 21 35 38,B,16 19 20 21 35,38,0,0,False,はずれ,0.578837,0.588037,no_core4_seen_expand_pool,120,30,40,03 04 11 12 13 43,22,25,25
26,2001-03-29,4,12 16 19 20 21 35,B,16 19 20 21 35,12,0,1,False,はずれ,0.57213,0.588037,no_core4_seen_expand_pool,120,30,40,03 04 11 12 13 43,22,25,25
26,2001-03-29,5,08 19 21 28 35 38,C,08 19 21 35 38,28,0,0,False,はずれ,0.575974,0.586276,no_core4_seen_expand_pool,120,30,40,03 04 11 12 13 43,22,25,25
27,2001-04-05,1,11 12 19 23 35 38,A,12 19 23 35 38,11,1,1,False,はずれ,0.593509,0.605052,no_core4_seen_expand_pool,120,30,40,04 08 20 30 33 38,10,26,26
27,2001-04-05,2,12 19 21 23 35 38,A,12 19 23 35 38,21,1,1,False,はずれ,0.593097,0.605052,no_core4_seen_expand_pool,120,30,40,04 08 20 30 33 38,10,26,26
27,2001-04-05,3,12 16 19 20 21 35,B,16 19 20 21 35,12,1,1,False,はずれ,0.582724,0.590945,no_core4_seen_expand_pool,120,30,40,04 08 20 30 33 38,10,26,26
27,2001-04-05,4,16 19 20 21 35 38,B,16 19 20 21 35,38,1,2,False,はずれ,0.581969,0.590945,no_core4_seen_expand_pool,120,30,40,04 08 20 30 33 38,10,26,26
27,2001-04-05,5,08 12 19 21 28 35,C,08 12 19 21 35,28,1,1,False,はずれ,0.580463,0.589529,no_core4_seen_expand_pool,120,30,40,04 08 20 30 33 38,10,26,26
28,2001-04-12,1,08 12 19 21 35 38,A,08 12 19 35 38,21,0,0,False,はずれ,0.617135,0.622712,no_core4_seen_expand_pool,120,30,40,06 11 15 20 31 41,07,27,27
28,2001-04-12,2,08 11 12 19 35 38,A,08 12 19 35 38,11,0,1,False,はずれ,0.614007,0.622712,no_core4_seen_expand_pool,120,30,40,06 11 15 20 31 41,07,27,27
28,2001-04-12,3,11 12 19 20 35 38,B,11 19 20 35 38,12,2,2,False,はずれ,0.602948,0.614819,no_core4_seen_expand_pool,120,30,40,06 11 15 20 31 41,07,27,27
28,2001-04-12,4,08 11 19 20 35 38,B,11 19 20 35 38,08,2,2,False,はずれ,0.600616,0.614819,no_core4_seen_expand_pool,120,30,40,06 11 15 20 31 41,07,27,27
28,2001-04-12,5,08 19 20 21 35 38,C,08 19 20 21 35,38,1,1,False,はずれ,0.614695,0.61479,no_core4_seen_expand_pool,120,30,40,06 11 15 20 31 41,07,27,27
29,2001-04-19,1,11 12 19 20 35 38,A,11 19 20 35 38,12,2,3,False,5等,0.629059,0.644773,no_core4_seen_expand_pool,120,30,40,08 12 20 35 37 40,33,28,28
29,2001-04-19,2,08 11 19 20 35 38,A,11 19 20 35 38,08,2,3,False,5等,0.626749,0.644773,no_core4_seen_expand_pool,120,30,40,08 12 20 35 37 40,33,28,28
29,2001-04-19,3,08 19 20 21 35 38,B,08 19 20 21 35,38,3,3,False,5等,0.626044,0.627333,no_core4_seen_expand_pool,120,30,40,08 12 20 35 37 40,33,28,28
29,2001-04-19,4,08 11 19 20 21 35,B,08 19 20 21 35,11,3,3,False,5等,0.618646,0.627333,no_core4_seen_expand_pool,120,30,40,08 12 20 35 37 40,33,28,28
29,2001-04-19,5,08 11 12 19 20 35,C,08 11 12 20 35,19,4,4,False,4等,0.613044,0.626613,no_core4_seen_expand_pool,120,30,40,08 12 20 35 37 40,33,28,28
30,2001-04-26,1,08 11 12 20 35 38,A,08 11 12 20 35,38,0,0,True,はずれ,0.650764,0.668312,core4_seen_balanced,120,24,36,04 16 17 19 26 37,08,29,29
30,2001-04-26,2,08 11 12 20 35 37,A,08 11 12 20 35,37,0,1,True,はずれ,0.648115,0.668312,core4_seen_balanced,120,24,36,04 16 17 19 26 37,08,29,29
30,2001-04-26,3,08 11 19 20 35 38,B,08 19 20 35 38,11,1,1,True,はずれ,0.637962,0.645077,core4_seen_balanced,120,24,36,04 16 17 19 26 37,08,29,29
30,2001-04-26,4,08 12 19 20 35 38,B,08 19 20 35 38,12,1,1,True,はずれ,0.633819,0.645077,core4_seen_balanced,120,24,36,04 16 17 19 26 37,08,29,29
30,2001-04-26,5,08 12 20 35 37 38,C,08 12 35 37 38,20,1,1,True,はずれ,0.629428,0.632704,core4_seen_balanced,120,24,36,04 16 17 19 26 37,08,29,29
31,2001-05-03,1,08 11 12 20 35 37,A,08 12 20 35 37,11,0,0,False,はずれ,0.66431,0.676088,core4_seen_balanced,120,24,36,07 18 22 25 28 43,04,30,30
31,2001-05-03,2,08 12 19 20 35 37,A,08 12 20 35 37,19,0,0,False,はずれ,0.663603,0.676088,core4_seen_balanced,120,24,36,07 18 22 25 28 43,04,30,30
31,2001-05-03,3,08 12 19 20 35 38,B,08 19 20 35 38,12,0,0,False,はずれ,0.641707,0.653619,core4_seen_balanced,120,24,36,07 18 22 25 28 43,04,30,30
31,2001-05-03,4,08 19 20 35 37 38,B,08 19 20 35 38,37,0,0,False,はずれ,0.63682,0.653619,core4_seen_balanced,120,24,36,07 18 22 25 28 43,04,30,30
31,2001-05-03,5,08 11 20 21 35 38,C,08 11 20 21 35,38,0,0,False,はずれ,0.635275,0.641108,core4_seen_balanced,120,24,36,07 18 22 25 28 43,04,30,30
32,2001-05-10,1,08 11 12 20 35 37,A,08 12 20 35 37,11,0,0,False,はずれ,0.667256,0.678913,core4_seen_balanced,120,24,36,03 06 07 23 29 41,33,31,31
32,2001-05-10,2,08 12 19 20 35 37,A,08 12 20 35 37,19,0,0,False,はずれ,0.666585,0.678913,core4_seen_balanced,120,24,36,03 06 07 23 29 41,33,31,31
32,2001-05-10,3,08 12 19 20 35 38,B,08 19 20 35 38,12,0,0,False,はずれ,0.644639,0.656407,core4_seen_balanced,120,24,36,03 06 07 23 29 41,33,31,31
32,2001-05-10,4,08 19 20 35 37 38,B,08 19 20 35 38,37,0,0,False,はずれ,0.63977,0.656407,core4_seen_balanced,120,24,36,03 06 07 23 29 41,33,31,31
32,2001-05-10,5,08 11 12 20 35 43,C,11 12 20 35 43,08,0,0,False,はずれ,0.633607,0.643913,core4_seen_balanced,120,24,36,03 06 07 23 29 41,33,31,31
33,2001-05-17,1,08 11 12 20 35 37,A,08 12 20 35 37,11,1,1,False,はずれ,0.670023,0.681567,core4_seen_balanced,120,24,36,08 17 22 25 29 41,13,32,32
33,2001-05-17,2,08 12 19 20 35 37,A,08 12 20 35 37,19,1,1,False,はずれ,0.669386,0.681567,core4_seen_balanced,120,24,36,08 17 22 25 29 41,13,32,32
33,2001-05-17,3,08 12 19 20 35 38,B,08 19 20 35 38,12,1,1,False,はずれ,0.647393,0.659025,core4_seen_balanced,120,24,36,08 17 22 25 29 41,13,32,32
33,2001-05-17,4,08 19 20 35 37 38,B,08 19 20 35 38,37,1,1,False,はずれ,0.642541,0.659025,core4_seen_balanced,120,24,36,08 17 22 25 29 41,13,32,32
33,2001-05-17,5,08 11 12 20 35 43,C,11 12 20 35 43,08,0,1,False,はずれ,0.636391,0.646567,core4_seen_balanced,120,24,36,08 17 22 25 29 41,13,32,32
34,2001-05-24,1,08 11 12 20 35 37,A,08 12 20 35 37,11,2,2,False,はずれ,0.678694,0.691162,core4_seen_balanced,120,24,36,02 20 25 30 37 40,10,33,33
34,2001-05-24,2,08 12 19 20 35 37,A,08 12 20 35 37,19,2,2,False,はずれ,0.67809,0.691162,core4_seen_balanced,120,24,36,02 20 25 30 37 40,10,33,33
34,2001-05-24,3,08 12 19 20 35 38,B,08 19 20 35 38,12,1,1,False,はずれ,0.656052,0.668587,core4_seen_balanced,120,24,36,02 20 25 30 37 40,10,33,33
34,2001-05-24,4,08 19 20 35 37 38,B,08 19 20 35 38,37,1,2,False,はずれ,0.651216,0.668587,core4_seen_balanced,120,24,36,02 20 25 30 37 40,10,33,33
34,2001-05-24,5,08 11 20 21 35 38,C,08 11 20 21 35,38,1,1,False,はずれ,0.648885,0.655336,core4_seen_balanced,120,24,36,02 20 25 30 37 40,10,33,33
35,2001-05-31,1,08 11 12 20 35 37,A,08 12 20 35 37,11,0,0,False,はずれ,0.654297,0.663366,core4_seen_balanced,120,24,36,03 05 13 30 32 41,28,34,34
35,2001-05-31,2,08 12 19 20 35 37,A,08 12 20 35 37,19,0,0,False,はずれ,0.653927,0.663366,core4_seen_balanced,120,24,36,03 05 13 30 32 41,28,34,34
35,2001-05-31,3,08 19 20 35 37 38,B,08 19 20 35 38,37,0,0,False,はずれ,0.629995,0.635602,core4_seen_balanced,120,24,36,03 05 13 30 32 41,28,34,34
35,2001-05-31,4,08 12 19 20 35 38,B,08 19 20 35 38,12,0,0,False,はずれ,0.626798,0.635602,core4_seen_balanced,120,24,36,03 05 13 30 32 41,28,34,34
35,2001-05-31,5,08 11 20 35 37 40,C,11 20 35 37 40,08,0,0,False,はずれ,0.625706,0.628086,core4_seen_balanced,120,24,36,03 05 13 30 32 41,28,34,34
36,2001-06-07,1,08 11 12 20 35 37,A,08 12 20 35 37,11,1,1,False,はずれ,0.65678,0.665782,core4_seen_balanced,120,24,36,01 16 20 23 30 40,17,35,35
36,2001-06-07,2,08 12 19 20 35 37,A,08 12 20 35 37,19,1,1,False,はずれ,0.656439,0.665782,core4_seen_balanced,120,24,36,01 16 20 23 30 40,17,35,35
36,2001-06-07,3,08 19 20 35 37 38,B,08 19 20 35 38,37,1,1,False,はずれ,0.632488,0.637929,core4_seen_balanced,120,24,36,01 16 20 23 30 40,17,35,35
36,2001-06-07,4,08 12 19 20 35 38,B,08 19 20 35 38,12,1,1,False,はずれ,0.62922,0.637929,core4_seen_balanced,120,24,36,01 16 20 23 30 40,17,35,35
36,2001-06-07,5,08 11 20 35 37 40,C,11 20 35 37 40,08,2,2,False,はずれ,0.628261,0.630502,core4_seen_balanced,120,24,36,01 16 20 23 30 40,17,35,35
37,2001-06-14,1,08 11 20 30 35 37,A,08 20 30 35 37,11,0,0,False,はずれ,0.631393,0.638785,core4_seen_balanced,120,24,36,03 05 09 17 21 41,26,36,36
37,2001-06-14,2,08 12 20 30 35 37,A,08 20 30 35 37,12,0,0,False,はずれ,0.627863,0.638785,core4_seen_balanced,120,24,36,03 05 09 17 21 41,26,36,36
37,2001-06-14,3,08 11 12 20 35 37,B,08 11 12 20 35,37,0,0,False,はずれ,0.622061,0.624954,core4_seen_balanced,120,24,36,03 05 09 17 21 41,26,36,36
37,2001-06-14,4,08 11 12 20 35 41,B,08 11 12 20 35,41,0,1,False,はずれ,0.611704,0.624954,core4_seen_balanced,120,24,36,03 05 09 17 21 41,26,36,36
37,2001-06-14,5,12 19 20 35 37 40,C,12 20 35 37 40,19,0,0,False,はずれ,0.605055,0.620458,core4_seen_balanced,120,24,36,03 05 09 17 21 41,26,36,36
38,2001-06-21,1,08 11 20 30 35 37,A,08 20 30 35 37,11,0,0,False,はずれ,0.63372,0.641068,core4_seen_balanced,120,24,36,02 09 26 27 34 43,42,37,37
38,2001-06-21,2,08 20 30 35 37 41,A,08 20 30 35 37,41,0,0,False,はずれ,0.633505,0.641068,core4_seen_balanced,120,24,36,02 09 26 27 34 43,42,37,37
38,2001-06-21,3,08 11 12 20 35 37,B,08 11 12 20 35,37,0,0,False,はずれ,0.624318,0.627066,core4_seen_balanced,120,24,36,02 09 26 27 34 43,42,37,37
38,2001-06-21,4,08 11 12 20 35 38,B,08 11 12 20 35,38,0,0,False,はずれ,0.611872,0.627066,core4_seen_balanced,120,24,36,02 09 26 27 34 43,42,37,37
38,2001-06-21,5,12 19 20 35 37 40,C,12 20 35 37 40,19,0,0,False,はずれ,0.607362,0.622689,core4_seen_balanced,120,24,36,02 09 26 27 34 43,42,37,37
39,2001-06-28,1,08 11 20 30 35 37,A,08 20 30 35 37,11,0,0,False,はずれ,0.635927,0.643235,core4_seen_balanced,120,24,36,10 18 22 25 39 42,17,38,38
39,2001-06-28,2,08 20 30 35 37 41,A,08 20 30 35 37,41,0,0,False,はずれ,0.635822,0.643235,core4_seen_balanced,120,24,36,10 18 22 25 39 42,17,38,38
39,2001-06-28,3,08 11 12 20 35 37,B,08 11 12 20 35,37,0,0,False,はずれ,0.626459,0.62907,core4_seen_balanced,120,24,36,10 18 22 25 39 42,17,38,38
39,2001-06-28,4,08 11 12 20 35 43,B,08 11 12 20 35,43,0,0,False,はずれ,0.618119,0.62907,core4_seen_balanced,120,24,36,10 18 22 25 39 42,17,38,38
39,2001-06-28,5,12 19 20 35 37 40,C,12 20 35 37 40,19,0,0,False,はずれ,0.609551,0.624805,core4_seen_balanced,120,24,36,10 18 22 25 39 42,17,38,38
40,2001-07-05,1,08 20 30 35 37 41,A,08 20 30 35 37,41,0,0,False,はずれ,0.638024,0.645293,core4_seen_balanced,120,24,36,05 17 25 34 38 39,02,39,39
40,2001-07-05,2,08 11 20 30 35 37,A,08 20 30 35 37,11,0,0,False,はずれ,0.638024,0.645293,core4_seen_balanced,120,24,36,05 17 25 34 38 39,02,39,39
40,2001-07-05,3,08 11 12 20 35 37,B,08 11 12 20 35,37,0,0,False,はずれ,0.628494,0.630973,core4_seen_balanced,120,24,36,05 17 25 34 38 39,02,39,39
40,2001-07-05,4,08 11 12 20 35 43,B,08 11 12 20 35,43,0,0,False,はずれ,0.6202,0.630973,core4_seen_balanced,120,24,36,05 17 25 34 38 39,02,39,39
40,2001-07-05,5,12 19 20 35 37 40,C,12 20 35 37 40,19,0,0,False,はずれ,0.611631,0.626816,core4_seen_balanced,120,24,36,05 17 25 34 38 39,02,39,39
41,2001-07-12,1,08 20 30 35 37 41,A,08 20 30 35 37,41,0,0,False,はずれ,0.640118,0.647251,core4_seen_balanced,120,24,36,18 21 27 33 36 38,23,40,40
41,2001-07-12,2,08 11 20 30 35 37,A,08 20 30 35 37,11,0,0,False,はずれ,0.640018,0.647251,core4_seen_balanced,120,24,36,18 21 27 33 36 38,23,40,40
41,2001-07-12,3,08 12 20 25 35 37,B,08 12 20 25 35,37,0,0,False,はずれ,0.636198,0.633352,core4_seen_balanced,120,24,36,18 21 27 33 36 38,23,40,40
41,2001-07-12,4,08 12 20 25 35 38,B,08 12 20 25 35,38,0,1,False,はずれ,0.626211,0.633352,core4_seen_balanced,120,24,36,18 21 27 33 36 38,23,40,40
41,2001-07-12,5,12 20 25 35 37 40,C,12 20 35 37 40,25,0,0,False,はずれ,0.614786,0.628729,core4_seen_balanced,120,24,36,18 21 27 33 36 38,23,40,40
42,2001-07-19,1,08 20 30 35 37 41,A,08 20 30 35 37,41,1,1,False,はずれ,0.642112,0.649116,core4_seen_balanced,120,24,36,04 15 21 24 33 37,09,41,41
42,2001-07-19,2,08 11 20 30 35 37,A,08 20 30 35 37,11,1,1,False,はずれ,0.641918,0.649116,core4_seen_balanced,120,24,36,04 15 21 24 33 37,09,41,41
42,2001-07-19,3,08 12 20 25 35 37,B,08 12 20 25 35,37,0,1,False,はずれ,0.638151,0.635206,core4_seen_balanced,120,24,36,04 15 21 24 33 37,09,41,41
42,2001-07-19,4,08 12 20 25 35 38,B,08 12 20 25 35,38,0,0,False,はずれ,0.635956,0.635206,core4_seen_balanced,120,24,36,04 15 21 24 33 37,09,41,41
42,2001-07-19,5,08 12 19 20 35 38,C,08 19 20 35 38,12,0,0,False,はずれ,0.619415,0.631359,core4_seen_balanced,120,24,36,04 15 21 24 33 37,09,41,41
43,2001-07-26,1,08 12 20 35 37 41,A,08 12 20 35 37,41,0,0,False,はずれ,0.653623,0.660132,core4_seen_balanced,120,24,36,01 02 03 15 24 26,27,42,42
43,2001-07-26,2,08 12 20 21 35 37,A,08 12 20 35 37,21,0,0,False,はずれ,0.650423,0.660132,core4_seen_balanced,120,24,36,01 02 03 15 24 26,27,42,42
43,2001-07-26,3,08 11 20 35 37 40,B,11 20 35 37 40,08,0,0,False,はずれ,0.631601,0.638647,core4_seen_balanced,120,24,36,01 02 03 15 24 26,27,42,42
43,2001-07-26,4,11 20 35 37 38 40,B,11 20 35 37 40,38,0,0,False,はずれ,0.629505,0.638647,core4_seen_balanced,120,24,36,01 02 03 15 24 26,27,42,42
43,2001-07-26,5,08 19 20 35 37 38,C,08 19 20 35 38,37,0,0,False,はずれ,0.632443,0.638465,core4_seen_balanced,120,24,36,01 02 03 15 24 26,27,42,42
44,2001-08-02,1,08 12 20 35 37 41,A,08 12 20 35 37,41,0,0,False,はずれ,0.646031,0.65325,core4_seen_balanced,120,24,36,03 16 24 31 34 42,36,43,43
44,2001-08-02,2,08 12 20 35 37 38,A,08 12 20 35 37,38,0,0,False,はずれ,0.643868,0.65325,core4_seen_balanced,120,24,36,03 16 24 31 34 42,36,43,43
44,2001-08-02,3,08 11 20 35 37 40,B,11 20 35 37 40,08,0,0,False,はずれ,0.622813,0.631823,core4_seen_balanced,120,24,36,03 16 24 31 34 42,36,43,43
44,2001-08-02,4,11 12 20 35 37 40,B,11 20 35 37 40,12,0,0,False,はずれ,0.618403,0.631823,core4_seen_balanced,120,24,36,03 16 24 31 34 42,36,43,43
44,2001-08-02,5,08 19 20 35 37 38,C,08 19 20 35 38,37,0,0,False,はずれ,0.626124,0.631584,core4_seen_balanced,120,24,36,03 16 24 31 34 42,36,43,43
45,2001-08-09,1,08 12 20 35 37 41,A,08 12 20 35 37,41,0,0,True,はずれ,0.648446,0.655471,core4_seen_balanced,120,24,36,07 09 28 32 36 38,08,44,44
45,2001-08-09,2,08 12 20 35 37 38,A,08 12 20 35 37,38,0,1,True,はずれ,0.646386,0.655471,core4_seen_balanced,120,24,36,07 09 28 32 36 38,08,44,44
45,2001-08-09,3,11 16 20 35 37 40,B,16 20 35 37 40,11,0,0,False,はずれ,0.624338,0.634538,core4_seen_balanced,120,24,36,07 09 28 32 36 38,08,44,44
45,2001-08-09,4,16 20 21 35 37 40,B,16 20 35 37 40,21,0,0,False,はずれ,0.620869,0.634538,core4_seen_balanced,120,24,36,07 09 28 32 36 38,08,44,44
45,2001-08-09,5,08 19 20 35 37 38,C,08 19 20 35 38,37,1,1,True,はずれ,0.628668,0.633804,core4_seen_balanced,120,24,36,07 09 28 32 36 38,08,44,44
46,2001-08-16,1,08 12 20 35 37 38,A,08 12 20 35 37,38,0,0,False,はずれ,0.656335,0.657533,core4_seen_balanced,120,24,36,11 14 21 24 25 42,41,45,45
46,2001-08-16,2,08 12 20 35 37 41,A,08 12 20 35 37,41,0,0,True,はずれ,0.650689,0.657533,core4_seen_balanced,120,24,36,11 14 21 24 25 42,41,45,45
46,2001-08-16,3,08 19 20 35 37 38,B,08 19 20 35 38,37,0,0,False,はずれ,0.63769,0.643655,core4_seen_balanced,120,24,36,11 14 21 24 25 42,41,45,45
46,2001-08-16,4,08 11 19 20 35 38,B,08 19 20 35 38,11,0,1,False,はずれ,0.633583,0.643655,core4_seen_balanced,120,24,36,11 14 21 24 25 42,41,45,45
46,2001-08-16,5,08 11 20 35 37 38,C,11 20 35 37 38,08,1,1,False,はずれ,0.625756,0.637562,core4_seen_balanced,120,24,36,11 14 21 24 25 42,41,45,45
47,2001-08-23,1,08 12 20 35 37 38,A,08 12 20 35 37,38,0,0,False,はずれ,0.672402,0.67508,core4_seen_balanced,120,24,36,03 11 14 25 27 31,22,46,46
47,2001-08-23,2,08 12 20 21 35 37,A,08 12 20 35 37,21,0,0,False,はずれ,0.669679,0.67508,core4_seen_balanced,120,24,36,03 11 14 25 27 31,22,46,46
47,2001-08-23,3,08 20 21 35 37 38,B,08 20 21 35 38,37,0,0,False,はずれ,0.654793,0.661372,core4_seen_balanced,120,24,36,03 11 14 25 27 31,22,46,46
47,2001-08-23,4,08 20 21 35 38 41,B,08 20 21 35 38,41,0,0,False,はずれ,0.651322,0.661372,core4_seen_balanced,120,24,36,03 11 14 25 27 31,22,46,46
47,2001-08-23,5,08 12 19 20 30 35,C,08 19 20 30 35,12,0,0,False,はずれ,0.63639,0.648676,core4_seen_balanced,120,24,36,03 11 14 25 27 31,22,46,46
48,2001-08-30,1,08 12 20 25 35 37,A,08 12 20 35 37,25,0,0,False,はずれ,0.674896,0.676535,core4_seen_balanced,120,24,36,02 05 28 30 33 40,26,47,47
48,2001-08-30,2,08 12 20 35 37 38,A,08 12 20 35 37,38,0,0,False,はずれ,0.674595,0.676535,core4_seen_balanced,120,24,36,02 05 28 30 33 40,26,47,47
48,2001-08-30,3,08 11 20 25 35 38,B,08 20 25 35 38,11,0,0,False,はずれ,0.668499,0.66901,core4_seen_balanced,120,24,36,02 05 28 30 33 40,26,47,47
48,2001-08-30,4,08 20 25 35 37 38,B,08 20 25 35 38,37,0,0,False,はずれ,0.665376,0.66901,core4_seen_balanced,120,24,36,02 05 28 30 33 40,26,47,47
48,2001-08-30,5,08 11 20 21 35 38,C,08 11 20 21 35,38,0,0,False,はずれ,0.652789,0.663714,core4_seen_balanced,120,24,36,02 05 28 30 33 40,26,47,47
49,2001-09-06,1,08 12 20 25 35 37,A,08 12 20 35 37,25,0,0,True,はずれ,0.676964,0.677838,core4_seen_balanced,120,24,36,02 13 21 31 32 41,35,48,48
49,2001-09-06,2,08 12 20 35 37 38,A,08 12 20 35 37,38,0,0,True,はずれ,0.676557,0.677838,core4_seen_balanced,120,24,36,02 13 21 31 32 41,35,48,48
49,2001-09-06,3,08 11 20 25 35 38,B,08 20 25 35 38,11,0,0,True,はずれ,0.671542,0.671452,core4_seen_balanced,120,24,36,02 13 21 31 32 41,35,48,48
49,2001-09-06,4,08 20 25 35 37 38,B,08 20 25 35 38,37,0,0,True,はずれ,0.668154,0.671452,core4_seen_balanced,120,24,36,02 13 21 31 32 41,35,48,48
49,2001-09-06,5,08 11 20 21 35 38,C,11 20 21 35 38,08,1,1,True,はずれ,0.655073,0.666282,core4_seen_balanced,120,24,36,02 13 21 31 32 41,35,48,48
50,2001-09-13,1,08 20 21 35 37 38,A,08 20 21 35 37,38,0,0,False,はずれ,0.686524,0.688244,core4_seen_balanced,120,24,36,05 13 15 25 27 39,40,49,49
50,2001-09-13,2,08 11 20 21 35 37,A,08 20 21 35 37,11,0,0,False,はずれ,0.67788,0.688244,core4_seen_balanced,120,24,36,05 13 15 25 27 39,40,49,49
50,2001-09-13,3,08 11 20 21 35 38,B,11 20 21 35 38,08,0,0,False,はずれ,0.665507,0.678262,core4_seen_balanced,120,24,36,05 13 15 25 27 39,40,49,49
50,2001-09-13,4,11 20 21 25 35 38,B,11 20 21 35 38,25,0,1,False,はずれ,0.664901,0.678262,core4_seen_balanced,120,24,36,05 13 15 25 27 39,40,49,49
50,2001-09-13,5,08 20 21 25 35 38,C,08 20 25 35 38,21,1,1,False,はずれ,0.676684,0.67365,core4_seen_balanced,120,24,36,05 13 15 25 27 39,40,49,49
51,2001-09-20,1,08 20 21 35 37 38,A,08 20 21 35 37,38,1,2,False,はずれ,0.688877,0.690189,core4_seen_balanced,120,24,36,07 15 24 37 38 41,34,50,50
